START,FrameNb:0,RadarType:l_bsd
2021/10/06 16:11:39:264
1633507899264
0,1.6,0,0,93,0,0,-34,0,0,0,32767,49,0,78,0,0,0
1,3.2,0,54.66,83,0,0,-44,0,0,0,32767,49,0,78,0,0,0
2,5,0,38.22,83,0,0,-44,0,0,0,32767,49,0,78,0,0,0
3,8.8,0,22.22,84,0,0,-43,0,0,0,32767,49,0,78,0,0,0
4,11.2,0,17.33,78,0,0,-49,0,0,0,32767,49,0,78,0,0,0
5,13.6,0,11.11,75,0,0,-52,0,0,0,32767,49,0,78,0,0,0
6,16,0,-52.88,75,0,0,-200,0,0,0,32767,49,0,78,0,0,0
7,16.8,0,9.77,76,0,0,-200,0,0,0,32767,49,0,78,0,0,0
8,18.4,0,-66.22,77,0,0,-200,0,0,0,32767,49,0,78,0,0,0
9,20.6,0,-65.33,77,0,0,-200,0,0,0,32767,49,0,78,0,0,0
10,21.8,0,9.77,71,0,0,-200,0,0,0,32767,49,0,78,0,0,0
11,24.4,0,-60,67,0,0,-200,0,0,0,32767,49,0,78,0,0,0
12,26.4,0,6.22,73,0,0,-200,0,0,0,32767,49,0,78,0,0,0
13,29,0,7.55,68,0,0,-200,0,0,0,32767,49,0,78,0,0,0
14,32.4,0,-9.33,69,0,0,-200,0,0,0,32767,49,0,78,0,0,0
15,34,0,-3.55,64,0,0,-200,0,0,0,32767,49,0,78,0,0,0
16,35.2,0,-5.77,67,0,0,-200,0,0,0,32767,49,0,78,0,0,0
17,36.6,0,3.55,64,0,0,-200,0,0,0,32767,49,0,78,0,0,0
18,37.4,0,3.55,60,0,0,-200,0,0,0,32767,49,0,78,0,0,0
19,39.8,0,-13.33,61,0,0,-200,0,0,0,32767,49,0,78,0,0,0
20,41.6,0,2.22,64,0,0,-200,0,0,0,32767,49,0,78,0,0,0
21,43.8,0,2.66,60,0,0,-200,0,0,0,32767,49,0,78,0,0,0
22,45,0,-66.22,55,0,0,-200,0,0,0,32767,49,0,78,0,0,0
23,46.6,0,-13.33,58,0,0,-200,0,0,0,32767,49,0,78,0,0,0
24,49.6,0,0.88,69,0,0,-200,0,0,0,32767,49,0,78,0,0,0
25,52,0,4.88,59,0,0,-200,0,0,0,32767,49,0,78,0,0,0
26,54,0,2.22,54,0,0,-200,0,0,0,32767,49,0,78,0,0,0
27,55.4,0,-4.44,63,0,0,-200,0,0,0,32767,49,0,78,0,0,0
28,58.4,0,23.11,52,0,0,-200,0,0,0,32767,49,0,78,0,0,0
29,59,0,3.11,55,0,0,-200,0,0,0,32767,49,0,78,0,0,0
30,60.4,0,3.55,57,0,0,-200,0,0,0,32767,49,0,78,0,0,0
31,62.4,0,1.77,62,0,0,-200,0,0,0,32767,49,0,78,0,0,0
32,64.4,0,0.88,59,0,0,-200,0,0,0,32767,49,0,78,0,0,0
33,66,0,2.66,56,0,0,-200,0,0,0,32767,49,0,78,0,0,0
34,67.6,0,3.99,60,0,0,-200,0,0,0,32767,49,0,78,0,0,0
35,69.8,0,3.55,62,0,0,-200,0,0,0,32767,49,0,78,0,0,0
36,72.4,0,58.66,59,0,0,-200,0,0,0,32767,49,0,78,0,0,0
37,72.6,0,3.55,53,0,0,-200,0,0,0,32767,49,0,78,0,0,0
38,73.8,0,6.22,55,0,0,-200,0,0,0,32767,49,0,78,0,0,0
39,75.2,0,2.66,59,0,0,-200,0,0,0,32767,49,0,78,0,0,0
40,77.8,0,0.88,54,0,0,-200,0,0,0,32767,49,0,78,0,0,0
41,81.6,0,3.11,56,0,0,-200,0,0,0,32767,49,0,78,0,0,0
42,83.2,0,-2.66,56,0,0,-200,0,0,0,32767,49,0,78,0,0,0
43,84.6,0,7.11,54,0,0,-200,0,0,0,32767,49,0,78,0,0,0
44,86.2,0,5.33,51,0,0,-200,0,0,0,32767,49,0,78,0,0,0
45,88.4,0,6.22,54,0,0,-200,0,0,0,32767,49,0,78,0,0,0
46,90.4,0,0.88,50,0,0,-200,0,0,0,32767,49,0,78,0,0,0
47,92,0,2.22,59,0,0,-200,0,0,0,32767,49,0,78,0,0,0
48,93,0,1.77,51,0,0,-200,0,0,0,32767,49,0,78,0,0,0
49,98.8,0,0,59,0,0,-200,0,0,0,32767,49,0,78,0,0,0
50,102.2,0,3.55,56,0,0,-200,0,0,0,32767,49,0,78,0,0,0
51,106.6,0,4.44,55,0,0,-200,0,0,0,32767,49,0,78,0,0,0
52,111,0,6.66,50,0,0,-200,0,0,0,32767,49,0,78,0,0,0
53,119,0,5.33,49,0,0,-200,0,0,0,32767,49,0,78,0,0,0
54,127.4,0,0.88,53,0,0,-200,0,0,0,32767,49,0,78,0,0,0
55,130,0,2.66,52,0,0,-200,0,0,0,32767,49,0,78,0,0,0
56,133.4,0,-0.44,52,0,0,-200,0,0,0,32767,49,0,78,0,0,0
57,143,0,-2.66,50,0,0,-200,0,0,0,32767,49,0,78,0,0,0
58,150.2,0,-16,49,0,0,-200,0,0,0,32767,49,0,78,0,0,0
59,1024,0,-1.77,49,0,0,-200,0,0,0,32767,49,0,78,0,0,0
60,1.6,0,0,96,0,0,-31,0,0,0,32767,49,0,78,0,0,0
61,3.2,0,52.44,79,0,0,-48,0,0,0,32767,49,0,78,0,0,0
62,4.6,0,46.22,72,0,0,-55,0,0,0,32767,49,0,78,0,0,0
63,6.4,0,31.11,67,0,0,-60,0,0,0,32767,49,0,78,0,0,0
64,8,0,25.77,70,0,0,-57,0,0,0,32767,49,0,78,0,0,0
65,9.2,0,-47.55,74,0,0,-53,0,0,0,32767,49,0,78,0,0,0
66,10.4,0,-41.77,73,0,0,-54,0,0,0,32767,49,0,78,0,0,0
67,13.4,0,-17.77,84,0,0,-43,0,0,0,32767,49,0,78,0,0,0
68,16,0,-13.33,85,0,0,-200,0,0,0,32767,49,0,78,0,0,0
69,18.4,0,-62.22,80,0,0,-200,0,0,0,32767,49,0,78,0,0,0
70,20.6,0,-65.33,77,0,0,-200,0,0,0,32767,49,0,78,0,0,0
71,21.8,0,-64.44,72,0,0,-200,0,0,0,32767,49,0,78,0,0,0
72,23.4,0,-67.55,71,0,0,-200,0,0,0,32767,49,0,78,0,0,0
73,26,0,3.55,71,0,0,-200,0,0,0,32767,49,0,78,0,0,0
74,27.2,0,0.88,66,0,0,-200,0,0,0,32767,49,0,78,0,0,0
75,30.2,0,3.55,62,0,0,-200,0,0,0,32767,49,0,78,0,0,0
76,31,0,52.44,64,0,0,-200,0,0,0,32767,49,0,78,0,0,0
77,32.4,0,-7.55,74,0,0,-200,0,0,0,32767,49,0,78,0,0,0
78,34,0,-7.11,69,0,0,-200,0,0,0,32767,49,0,78,0,0,0
79,35.2,0,-7.11,75,0,0,-200,0,0,0,32767,49,0,78,0,0,0
80,36.6,0,0,63,0,0,-200,0,0,0,32767,49,0,78,0,0,0
